NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length(m),Suff.Rat.,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
      57 1009L,56,San Diego,San Diego,'RANCHO PENASQUITOS BLVD,'SR 56 WB,'11-SD-056-7.80-SD,1993,0,66,92.5,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Structurally Deficient,"Principal Arterial - Other Freeways, Urban",62421
      57 1009R,56,San Diego,San Diego,'RANCHO PENASQUITOS BLVD,'SR 56 EB,'11-SD-056-7.80-SD,1993,0,66,96.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62422
      57 1010L,52,San Diego,San Diego,'MAST BOULEVARD,'STATE ROUTE 52 WB,'11-SD-052-13.30-SD,1993,0,50,81,Prestressed concrete *,Box Beam or Girders - Single or Spread,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",62423
      57 1010R,52,San Diego,San Diego,'MAST BOULEVARD,'STATE ROUTE 52 EB,'11-SD-052-13.30-SD,1993,0,50,81,Prestressed concrete *,Box Beam or Girders - Single or Spread,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",62424
      57 1015,76,Oceanside,San Diego,'FIRESIDE CHANNEL,'STATE ROUTE 76,'11-SD-076-M2.67-OCN,1992,0,9,93.2,Concrete continuous,Culvert (includes frame culverts),,"Principal Arterial - Other Freeways, Urban",62425
      57 1017L,76,Oceanside,San Diego,'MISSION AVE,'STATE ROUTE 76 WB,'11-SD-076-M2.88-OCN,1999,0,227,95.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62426
      57 1017R,76,Oceanside,San Diego,'MISSION AVE,'STATE ROUTE 76 EB,'11-SD-076-M2.88-OCN,1999,0,227,95.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62427
      57 1018L,76,Oceanside,San Diego,'EL CAMINO REAL,'STATE ROUTE 76 WB,'11-SD-076-R3.41-OCN,1999,0,72,95.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62428
      57 1018R,76,Oceanside,San Diego,'EL CAMINO REAL,'STATE ROUTE 76 EB,'11-SD-076-R3.41-OCN,1999,0,72,95.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62429
      57 1019L,76,Oceanside,San Diego,'MISSION AVE,'STATE ROUTE 76 WB,'11-SD-076-R4.55-OCN,1999,0,54,92.5,Prestressed concrete *,Box Beam or Girders - Multiple,Structurally Deficient,"Principal Arterial - Other Freeways, Urban",62430
      57 1019R,76,Oceanside,San Diego,'MISSION AVE,'STATE ROUTE 76 EB,'11-SD-076-R4.55-OCN,1999,0,54,92.5,Prestressed concrete *,Box Beam or Girders - Multiple,Structurally Deficient,"Principal Arterial - Other Freeways, Urban",62431
      57 1022,76,Oceanside,San Diego,'JENNIFER DRAIN,'STATE ROUTE 76,'11-SD-076-12.90-OCN,1992,0,9,97.3,Concrete,Culvert (includes frame culverts),,"Minor Arterial, Rural",62432
      57 1023,76,Oceanside,San Diego,'WILD ANIMAL TRAIL,'STATE ROUTE 76,'11-SD-076-R7.00-OCN,2003,0,19,96.5,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",62433
      57 1024G,52,Santee,San Diego,'PROSPECT AVENUE,'E52-S125 CONNECTO,'11-SD-052-15.05-SNT,1998,0,43,98.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62434
      57 1024L,125,Santee,San Diego,'PROSPECT AVENUE,'STATE ROUTE 125 S,'11-SD-125-21.92-SNT,1998,0,49,98.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62435
      57 1024R,125,Santee,San Diego,'PROSPECT AVENUE,'STATE ROUTE 125 N,'11-SD-125-21.92-SNT,1998,0,49,98.2,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62436
      57 1025F,125,Santee,San Diego,'SR 125  MISSION GORGE R,'N125-W52 CONNECTO,'11-SD-125-22.09-SNT,1998,0,407,98.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62437
      57 1026G,52,Santee,San Diego,'MISSION GORGE RD,'E52-S125 CONNECTO,'11-SD-052-14.59-SNT,1998,0,74,95.1,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",62438
      57 1028F,5,San Diego,San Diego,'CARMEL VALLEY ROAD,'INTERSTATE 5,'11-SD-005-R32.77-SD,2007,0,279,92.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62439
      57 1030,,Vista,San Diego,'STATE ROUTE 78,'VISTA VILLAGE DR,'11-SD-078-6.19-VSTA,1998,0,69,91.8,Concrete continuous,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",62441
      57 1033,S355,Escondido,San Diego,'STATE ROUTE 78,'TWIN OAK VALLEY R,'11-SD-078-12.91-ESD,1999,0,68,91.2,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",62442
      57 1037L,125,Lemon Grove,San Diego,'BLOSSOM LANE,'STATE ROUTE 125 S,'11-SD-125-11.35-LMGR,2002,0,42,96.1,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62443
      57 1037R,125,Lemon Grove,San Diego,'BLOSSOM LANE,'STATE ROUTE 125 N,'11-SD-125-11.35-LMGR,2002,0,41,96.1,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62444
      57 1038L,125,Lemon Grove,San Diego,'JAMACHA ROAD,'STATE ROUTE 125,'11-SD-125-10.65-LMGR,2002,0,52,96.1,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62445
      57 1038R,125,Lemon Grove,San Diego,'JAMACHA ROAD,'STATE ROUTE 125,'11-SD-125-10.65-LMGR,2002,0,51,96.1,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62446
      57 1039,,Lemon Grove,San Diego,'STATE ROUTE 125,'TROY STREET,'11-SD-125-12.10-LMGR,2002,0,132,98.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",62447
      57 1044,,La Mesa,San Diego,'STATE ROUTE 125,'AMAYA DRIVE,'11-SD-125-18.66-LMSA,2001,0,111,93.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",62454
      57 1045,,La Mesa,San Diego,'STATE ROUTE 125,'DALLAS STREET,'11-SD-125-18.94-LMSA,2001,0,75,98.1,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62455
      57 1046L,125,El Cajon,San Diego,'CHATHAM STREET,'ROUTE 125,'11-SD-125-19.40-ECJ,2001,0,35,97.2,Prestressed concrete continuous *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other Freeways, Urban",62456
      57 1046R,125,San Diego,San Diego,'CHATHAM STREET,'ROUTE 125,'11-SD-125-19.40-SD,2001,0,35,98.2,Prestressed concrete *,Box Beam or Girders - Single or Spread,,"Principal Arterial - Other Freeways, Urban",62457
      57 1047L,S123,San Diego,San Diego,'INTERSTATE 8 WB,'WARING ROAD,'11-SD-008-7.08-SD,1992,0,42,99,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other, Urban",62458
      57 1048F,8,San Diego,San Diego,'FAIRMOUNT AVE-W8 ON-RAM,'W8-S15 CONNECTOR,'11-SD-008-5.76-SD,2005,0,71,96.5,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62459
      57 1050L,125,El Cajon,San Diego,'NAVAJO ROAD,'STATE ROUTE 125,'11-SD-125-19.84-ECJ,2003,0,47,97.2,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62461
      57 1050R,125,El Cajon,San Diego,'NAVAJO ROAD,'STATE ROUTE 125,'11-SD-125-19.84-ECJ,2003,0,47,97.2,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62462
      57 1051,,El Cajon,San Diego,'STATE ROUTE 125,'GROSSMONT COLLEGE,'11-SD-125-20.40-ECJ,2003,0,106,99.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62463
      57 1052,,San Diego,San Diego,'INTERSTATE 805 & RAMPS,'NOBEL DRIVE,'11-SD-805-25.40-SD,2002,0,87,93.4,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",62464
      57 1053,,Chula Vista,San Diego,'RICE CANYON,'BONITA ROAD,'11-SD-000--CHV,1973,1995,22,90.1,Concrete,Culvert (includes frame culverts),,"Principal Arterial - Interstate, Urban",62465
      57 1054,78,San Diego,San Diego,'SANTA YSABEL CREEK,'STATE ROUTE 78,'11-SD-078-R27.17-SD,1992,0,86,83.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Rural",62466
      57 1055G,94,Lemon Grove,San Diego,'BROADWAY,'E94-S125 CONNECTO,'11-SD-094-R9.58R-LMGR,2003,0,413,95.6,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62467
      57 1058R,94,Lemon Grove,San Diego,'STATE ROUTE 125 NB,'STATE ROUTE 94 EB,'11-SD-094-R9.74R-LMGR,2003,0,119,84.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62470
      57 1061L,94,La Mesa,San Diego,'SPRING ST-S125 ON RAMP,'STATE ROUTE 94 WB,'11-SD-094-R10.20L-LMSA,2003,0,132,68.5,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",62473
      57 1062,5,San Diego,San Diego,'CARMEL VALLEY CREEK,'INTERSTATE 5,'11-SD-005-R32.72-SD,1998,0,129,55,Concrete continuous,Slab,Structurally Deficient,"Principal Arterial - Interstate, Urban",62474
      57 1062G,5,San Diego,San Diego,'CARMEL VALLEY CREEK,'N5-E56 CONNECTOR,'11-SD-005-R32.72-SD,1998,0,133,96.6,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",62475
      57 1069F,5,San Diego,San Diego,'I-5  I-805 & LOCAL ROAD,'S5-S805 CONNECTOR,'11-SD-005-R30.50L-SD,2005,0,1045,91,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62476
      57 1070G,805,San Diego,San Diego,'SORRENTO VALLEY BLVD,'N805-N5 CONNECTOR,'11-SD-805-28.30-SD,2006,0,385,93.4,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62477
      57 1071,,San Diego,San Diego,'STATE ROUTE 56,'CARMEL MOUNTAIN R,'11-SD-056-6.56-SD,2004,0,78,94.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,Structurally Deficient,"Local, Urban",62478
      57 1072L,56,San Diego,San Diego,'PENASQUITOS CREEK,'STATE ROUTE 56,'11-SD-056-6.84-SD,2004,0,90,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62479
      57 1072R,56,San Diego,San Diego,'PENASQUITOS CREEK,'STATE ROUTE 56,'11-SD-056-6.84-SD,2004,0,95,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62480
      57 1077L,56,San Diego,San Diego,'OLD CARMEL VALLEY ROAD,'STATE ROUTE 56-WB,'11-SD-056-2.59-SD,2004,0,31,98.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62481
      57 1077R,56,San Diego,San Diego,'OLD CARMEL VALLEY ROAD,'STATE ROUTE 56-EB,'11-SD-056-2.59-SD,2004,0,30,98.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62482
      57 1078K,56,San Diego,San Diego,'GONZALES CREEK,'SR 56 ON-RAMP,'11-SD-056-2.97-SD,2004,0,111,99.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62483
      57 1078L,56,San Diego,San Diego,'GONZALES CREEK,'STATE ROUTE 56,'11-SD-056-2.97-SD,2004,0,88,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62484
      57 1078R,56,San Diego,San Diego,'GONZALES CREEK,'STATE ROUTE 56,'11-SD-056-2.97-SD,2004,0,94,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62485
      57 1078S,56,San Diego,San Diego,'GONZALES CREEK,'SR 56 OFF RAMP,'11-SD-056-2.97-SD,2004,0,97,99.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62486
      57 1079,,San Diego,San Diego,'STATE ROUTE 56,'CARMEL VALLEY RD,'11-SD-056-3.31-SD,2004,0,67,93.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Local, Urban",62487
      57 1080,,San Diego,San Diego,'STATE ROUTE 56,'RANCHO SANTA FE F,'11-SD-056-4.52-SD,2004,0,72,99.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62488
      57 1081L,56,San Diego,San Diego,'PRIVATE ACCESS ROADWAY,'STATE ROUTE 56 WB,'11-SD-056-4.86-SD,2004,0,36,93.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62489
      57 1081R,56,San Diego,San Diego,'PRIVATE ACCESS ROADWAY,'STATE ROUTE 56 EB,'11-SD-056-4.86-SD,2004,0,34,98.7,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62490
      57 1082L,56,San Diego,San Diego,'MCGONIGLE CREEK,'STATE ROUTE 56,'11-SD-056-5.42-SD,2004,0,182,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62491
      57 1082R,56,San Diego,San Diego,'MCGONIGLE CREEK,'STATE ROUTE 56,'11-SD-056-5.42-SD,2004,0,182,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62492
      57 1083L,56,San Diego,San Diego,'CAMINO DEL SUR,'STATE ROUTE 56,'11-SD-056-6.12-SD,2004,0,82,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62493
      57 1083R,56,San Diego,San Diego,'CAMINO DEL SUR,'STATE ROUTE 56,'11-SD-056-6.12-SD,2004,0,83,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62494
      57 1098S,125,Santee,San Diego,'FANITA DRIVE,'N125-E52 CONNECTO,'11-SD-125-22.50-SNT,2011,0,46,98.9,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62503
      57 1107,,San Diego,San Diego,'INTERSTATE 15,'RANCHOBERNARDO DA,'11-SD-015-M23.30-SD,2008,0,78,99.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62509
      57 1107K,15,San Diego,San Diego,'NONE,'RANCHOBERNARDO DA,'11-SD-015-M23.30-SD,2008,0,106,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62510
      57 1107S,15,San Diego,San Diego,'NONE,'RANCHOBERNARDO DA,'11-SD-015-M23.30-SD,2008,0,143,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62511
      57 1108K,15,San Diego,San Diego,'NONE,'RANCHOBERNARDO DA,'11-SD-015-M23.30-SD,2008,0,148,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62512
      57 1108S,15,San Diego,San Diego,'NONE,'RANCHOBERNARDO DA,'11-SD-015-M23.30-SD,2008,0,112,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62513
      57 1117G,125,Santee,San Diego,'PROSPECT AVENUE,'N125-E&W52 CONNCT,'11-SD-125-21.92-SNT,1998,0,49,99.9,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62514
      57 1118R,15,San Diego,San Diego,'BERNARDO CENTER DR,'INTERSTATE 15 NB,'11-SD-015-M22.94-SD,1966,2008,71,95,Concrete continuous,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62516
      57 1120G,52,Santee,San Diego,'MAGNOLIA AVENUE,'E52-S67 CONNECTOR,'11-SD-052-17.27-SNT,2011,0,481,96.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62518
      57 1122G,67,Santee,San Diego,'SR-67  PROSPECT  MAGNOL,'N67-W52 CONNECTOR,'11-SD-067-R1.80-SNT,2011,0,567,99.3,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62520
      57 1123F,67,Santee,San Diego,'MAGNOLIA & S67 ONRAMP,'S67-W52 CONNECTOR,'11-SD-067-R2.05-SNT,2011,0,417,99.3,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62521
      57 1135,,San Diego,San Diego,'INTERSTATE 15,'SABRE SPRINGS DAR,'11-SD-015-M19.25-SD,2008,0,218,94.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62530
      57 1135K,15,San Diego,San Diego,'INTERSTATE 15,'SABRE SPRINGS DAR,'11-SD-015-M19.25-SD,2008,0,103,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62531
      57 1135S,15,San Diego,San Diego,'INTERSTATE 15,'SABRE SPRINGS DAR,'11-SD-015-M19.25-SD,2008,0,98,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62532
      57 1136K,15,San Diego,San Diego,'INTERSTATE 15,'SABRE SPRINGS DAR,'11-SD-015-M19.25-SD,2008,0,103,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62533
      57 1136S,15,San Diego,San Diego,'INTERSTATE 15,'SABRE SPRINGS DAR,'11-SD-015-M19.25-SD,2008,0,103,97.9,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62534
      57 1192L,125,Chula Vista,San Diego,'BIRCH ROAD,'ROUTE 125 S,'11-SD-125-2.29-CHV,2007,0,66,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62564
      57 1192R,125,Chula Vista,San Diego,'BIRCH ROAD,'ROUTE 125 N,'11-SD-125-2.29-CHV,2007,0,66,98.7,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Principal Arterial - Other Freeways, Urban",62565
      57 1196,15,San Diego,San Diego,'NONE,'N. COUNTY FAIR DA,'11-SD-015-M27.27-SD,2009,0,16,97.8,Concrete,Slab,,"Principal Arterial - Interstate, Urban",62572
      57 1199,15,San Diego,San Diego,'NONE,'N. COUNTY FAIR DA,'11-SD-015-M27.27-SD,2009,0,16,97.8,Concrete,Slab,,"Principal Arterial - Interstate, Urban",62575
      57 1201,S390,San Diego,San Diego,'INTERSTATE 15 W/ HOV,'POWAY ROAD,'11-SD-015-M18.18-SD,2011,0,111,90.4,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Minor Arterial, Urban",62577
      57 1219,,San Diego,San Diego,'INTERSTATE 15 W/ HOV,'CARROLL CANYON RD,'11-SD-015-M15.00-SD,2011,0,92,98.8,Prestressed concrete continuous *,Box Beam or Girders - Multiple,,"Collector, Urban",62582
      57 1232K,15,Escondido,San Diego,'ESCONDIDO FLD CNTRL CHN,'S5-VALLEY PKWY,'11-SD-015-R30.81-ESD,2011,0,58,96.6,Prestressed concrete *,Box Beam or Girders - Multiple,,"Principal Arterial - Interstate, Urban",62584
      57C0009,,San Diego,San Diego,'SIXTH AVE,'WASHINGTON ST,'0.2 M W/0 ROUTE 163,1940,0,129,63.4,Concrete continuous,Box Beam or Girders - Multiple,Functionally Obsolete,"Principal Arterial - Other, Urban",62587
      57C0010,,Oceanside,San Diego,'SAN LUIS REY RIVER,'DOUGLAS DR,'0.9 MI N ROUTE 76,1965,0,195,75.7,Concrete continuous,Tee Beam,,"Minor Arterial, Urban",62588
      57C0011,,Chula Vista,San Diego,'SWEETWATER RIVER,'WILLOW ST,'0.15 MI N/O BONITA RD,1940,0,186,67,Concrete continuous,Slab,Functionally Obsolete,"Minor Arterial, Urban",62589
      57C0015,,San Diego,San Diego,'NAVY ESTUARY,'NORTH HARBOR DR,'0.4 MI E OF RTE 209,1981,0,208,72,Prestressed concrete *,Tee Beam,,"Principal Arterial - Other, Urban",62590
      57C0020,,San Diego,San Diego,'CHOLLAS CREEK,'MAIN ST,'200' W WABASH ST,1937,0,28,83,Concrete continuous,Tee Beam,,"Minor Arterial, Urban",62591
      57C0023,,San Diego,San Diego,'SAN DIEGO RIVER,'MISSION BAY DRIVE,'0.1 MI NW RTE I 8,1950,0,395,68.8,Steel continuous,Stringer/Multi-beam or Girder,Structurally Deficient,"Principal Arterial - Other, Urban",62592
      57C0028,,San Diego,San Diego,'SAN DIEGO RIV  FRIARS R,'MORENA BLVD,'JUST NORTH OF I-8,1952,1969,287,67.3,Steel continuous,Stringer/Multi-beam or Girder,Functionally Obsolete,"Minor Arterial, Urban",62593
      57C0029,,San Diego,San Diego,'TECOLOTE CREEK CHANNEL,'WEST MORENA BLVD,'0.5 M. N/O MORENA BLVD.,1957,0,18,97.6,Concrete continuous,Slab,,"Minor Arterial, Urban",62594
      57C0042,,San Diego,San Diego,'SAN DIEGUITO RIVER,'EL CAMINO REAL,'0.3 MI S VIA DE LA VALLE,1940,0,104,48.6,Concrete continuous,Tee Beam,Functionally Obsolete,"Minor Arterial, Urban",62595
      57C0043,,Del Mar,San Diego,'SAN DIEGUITO RIVER,'JIMMY DURANTE BLV,'0.7 MI S VIA DE LA VALLE,1982,0,80,91.4,Prestressed concrete *,Slab,,"Minor Arterial, Urban",62596
      57C0068,,San Diego,San Diego,'SANTA MARIA CREEK,'BANDY CANYON,'6.7 MI E OF I-15,1980,0,66,97,Concrete continuous,Slab,,"Local, Urban",62599
      57C0070,,Escondido,San Diego,'BOLAS CREEK,'SUNSET DRIVE,'.2 MI E/O RTE 15,1930,0,13,74,Steel,Stringer/Multi-beam or Girder,,"Local, Urban",62600
